0.0306423,0.0509643,0.0175757,0.000798149,0.00174365,0.00140571,0.000481213,0.000620363,0.0000190964,0.000908002,0.000402177,0.000810726,0.000330067,0.00013219,0.000309609,0.000195768,0.000304823,0.0000744808,0.0000430805,0.000175061,0.0000941025,0.000404697,0.000133194,0.000227685
0.061005,0.0239497,0.0112637,0.000874504,0.000247791,0.000367089,0.000030759,0.000111425,0.000368258,0.000552335,0.000532906,0.000714022,0.000173034,0.000374073,0.000297884,0.000175039,0.000116027,0.000141258,0.000143041,0.000496075,0.0002864,0.000560025,0.000226736,0.000392907
0.0183227,0.00884419,0.0182733,0.0055689,0.00133952,0.000171217,0.000127355,0.00107756,0.000414298,0.000499246,0.000939389,0.000760138,0.0000685614,0.000247707,0.000103029,0.000432025,0.000194596,0.0000539184,0.0000723749,0.000167888,0.000821869,0.000288132,0.000227588,0.0000815047
0.00158689,0.00103129,0.00354069,0.00054836,0.000750532,0.0071385,0.00379054,0.000822447,0.00298433,0.000133984,0.000103561,0.0000975599,0.00015115,0.000443948,0.000446761,0.000322086,0.000186577,0.000625481,0.0000759203,0.00027073,0.000593912,2.35051e-6,0.00019599,0.000125541
0.0312121,0.0172991,0.0261141,0.00155018,0.00319963,0.000665981,0.000404917,0.00159249,0.000348915,0.000413566,0.00026778,0.000240327,0.000132731,0.000576318,0.000288834,0.00048222,0.000203388,0.000175949,0.0000606774,0.0000257791,0.0000833342,0.0000779236,0.0000507396,0.000070578
0.0010733,0.00571403,0.00187101,0.0122408,0.000954228,0.00029026,0.000435085,0.00116606,0.000525446,0.000945219,0.000249805,0.00126985,0.0000603354,0.000842358,0.000118315,0.000472602,0.000863029,0.000568862,0.000436868,0.000239338,0.000367613,0.000480959,0.0000100671,0.0000451867
0.0000120213,0.101784,0.00228594,0.00750667,0.00038253,0.00297338,0.000514803,0.000122651,0.0014782,0.000262788,8.67628e-6,5.72743e-6,1.99872e-6,0.0000654734,0.000205568,0.000253712,0.000418375,0.000158859,0.0000681004,0.000404144,0.000327124,0.000233313,0.000152284,0.000438359
0.00455182,0.0400713,0.00622124,0.0149844,0.0018576,0.00184799,5.09295e-6,0.000510413,0.00131286,0.0000901006,0.000139347,0.000225624,0.00010498,0.000314704,0.000368225,0.000168248,0.000187754,0.000273136,0.0000653401,0.000269447,0.000121112,0.000445491,0.0000764476,0.000178905
0.00013362,0.00280275,0.000833191,0.00134405,0.00142066,0.000571135,0.00437999,0.000272075,0.00108059,2.36613e-6,0.000205751,0.000604394,0.000371152,0.000712344,0.000299959,0.00100109,0.000159716,0.000412702,0.000597157,0.0000746708,0.000203467,0.000328648,0.000198524,0.000143496
0.0241887,0.0102396,0.00973574,0.0144486,0.00386038,0.00144932,0.000360051,0.000140752,0.0000595694,0.000112914,0.000411585,0.000129021,0.0000530644,0.000130196,0.000124455,0.0000333688,0.0000763574,0.000173305,0.000212158,0.000173612,0.000105451,0.0000922239,0.000100318,0.0000195899
0.00663678,0.00468726,0.00232921,0.00954675,0.000179808,0.0035205,0.00379517,0.00043345,0.00101391,0.000278847,0.000138035,0.000786365,0.0000900191,0.0000156476,0.0000220027,0.000314987,0.000317769,0.00030457,0.000607067,0.00037819,0.000104744,0.000109881,0.0000499689,0.0000271962
0.025489,0.00426131,0.00911974,0.00447761,0.00342568,0.000841038,0.000147395,0.000653531,0.000384119,0.000279457,0.000198321,0.0000387804,0.0000154902,6.96366e-6,0.0000105759,0.0000622501,0.000382891,0.000304577,0.000032282,0.00010126,0.000119346,0.000145924,0.0000302604,0.0000883617
0.0188666,0.00611194,0.00442456,0.00467377,0.00367465,0.000665218,0.00201865,0.000387678,0.000413588,0.000381698,0.000331707,0.000590641,0.0000543345,0.000488466,0.0000479682,0.000108192,0.000103458,4.28616e-6,0.0000859793,0.000127518,0.000354322,0.0000344566,0.000163684,0.0000376591
0.0165579,0.00308944,0.010086,0.00204171,0.00459278,0.00115853,0.00193538,0.000591698,0.000505976,0.000105454,0.0000271749,0.000239946,0.0000200703,0.000088493,0.0000131776,0.0000149577,0.000011113,0.0000691143,0.0000124097,0.0000116905,1.17222e-7,0.000045046,0.0000153551,1.15713e-6
0.025471,0.0133294,0.00572797,0.00325418,0.00151303,0.000795157,0.000636184,0.000555061,0.0000724698,0.0000800102,0.0000753558,0.000152818,0.000092963,0.0000522268,8.32898e-6,0.0000115032,0.0000536407,0.000130924,0.000157204,0.0000319723,2.2913e-6,0.0000364644,0.0000509464,0.0000423446
0.0596089,0.00824975,0.00214592,0.00134341,0.00217376,0.00340821,0.00229592,0.000569825,0.000349295,0.000100771,0.000372684,0.000455358,0.0000827093,0.00013152,0.000030488,0.000118615,0.0000482633,0.0000209573,0.000231849,5.93726e-6,0.0000623454,0.000163453,0.0000121881,0.0000505908
0.0519379,0.000622766,0.00594921,0.00254664,0.00847613,0.000699158,0.00117606,0.00084552,0.000527251,0.0000950664,0.000158488,0.000363238,0.000105645,0.000280224,0.000439035,0.00104349,0.000193324,0.0000965323,0.00024083,0.000337053,0.000161845,0.0000555066,0.000162246,0.0000396066
0.0105697,0.0259863,0.0119498,0.00714711,0.000183887,0.00214477,0.000807551,0.00101095,0.000197878,0.00046401,0.00060761,0.000569258,0.0000835917,0.000190627,0.000547389,0.000879751,0.000309051,0.000175848,0.0000679578,0.000131123,0.000187128,0.000134422,0.000074167,0.00026823
0.00425613,0.00288503,0.00482519,0.0053534,0.00165414,0.00169345,0.000562632,0.0000104984,0.000194861,0.00011889,0.000405651,0.0000615951,0.000054333,0.0000451137,0.0000200984,6.4265e-6,0.0000784891,0.0000149817,0.0000870696,0.000252255,0.0000210891,0.0000395277,3.82628e-6,0.0000194716
0.0119459,0.0270982,0.00410332,0.0108007,0.00153305,0.00304536,0.000150884,0.00176579,0.00198145,0.00160997,0.00286532,0.00215007,0.00171719,0.000573678,0.000649737,0.00133645,0.000694471,0.0014616,0.00050094,0.000940969,0.00028642,0.000480634,0.000110157,0.000214202
0.0107239,0.0296339,0.000691616,0.0105028,0.00434536,0.00221493,0.000577111,0.000445306,0.000959589,0.000447141,0.000573763,0.000133727,0.000375272,0.000642732,0.000285676,0.00018007,0.000159861,0.000191778,0.000689723,0.0000502537,0.000144399,0.0000796514,8.04584e-7,0.0000462105
0.0125582,0.0314779,0.00055198,0.00560547,0.00385358,0.00145499,0.00106906,0.00117495,0.0000876309,0.000371978,0.000754103,0.0000258078,0.000481122,0.000160549,0.0000757895,0.000133897,0.00017244,0.000194979,0.00017357,0.0000854387,0.000364587,0.0000941772,0.000539671,0.000342782
0.0105971,0.00482737,0.00347328,0.0142023,0.0118711,0.00230611,0.000146153,0.000144969,0.00365216,0.000816684,0.0000392844,0.000337614,0.000220779,0.00110993,0.000174259,0.000573078,0.0000163357,0.000386116,0.000896444,0.000134912,0.000149893,0.000159146,0.0000899142,0.000310319
